member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
9537,UNAKLET,CXRSVHHRCPRVAU, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.633,2000-12-10 10:43:31.633,256,0.00,0.00,  
9538,VANN,VHCKGRXJMKJWSN, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.643,2000-12-10 10:43:31.643,NULL,0.00,0.00,  
9539,WOLFMULE,RJHVYVOPREDSYF, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.643,2000-12-10 10:43:31.643,NULL,0.00,0.00,  
9540,XAVIER,YALVWTZA, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.643,2000-12-10 10:43:31.643,NULL,0.00,0.00,  
9541,YEONG,JHSSAGMVSWVBUZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.653,2000-12-10 10:43:31.653,NULL,0.00,0.00,  
9542,ZUCKER,PJLSILNQIOMLEG, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.653,2000-12-10 10:43:31.653,349,0.00,0.00,  
9543,ANDERSON,QLMKLVQNM, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.897,2000-12-10 10:43:31.897,NULL,0.00,0.00,  
9544,BARR,OWFKIWFREUUTAG, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.897,2000-12-10 10:43:31.897,NULL,0.00,0.00,  
9545,CHEN,KWSNVOSZWJCMUN, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.907,2000-12-10 10:43:31.907,NULL,0.00,0.00,  
9546,DORR,OOZVEWZDFGM, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.907,2000-12-10 10:43:31.907,NULL,0.00,0.00,  
9547,EFLIN,WKYYNY, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.917,2000-12-10 10:43:31.917,219,0.00,0.00,  
9548,FLORINI,POIBRHRSMSZREO, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.917,2000-12-10 10:43:31.917,NULL,0.00,0.00,  
9549,GOHAN,JFYW, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.927,2000-12-10 10:43:31.927,NULL,0.00,0.00,  
9550,HAHN,RXH, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.927,2000-12-10 10:43:31.927,NULL,0.00,0.00,  
9551,INFANTE,DXNW, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.927,2000-12-10 10:43:31.927,NULL,0.00,0.00,  
9552,JONES,URZRHY, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.937,2000-12-10 10:43:31.937,NULL,0.00,0.00,  
9553,KAHRMANN,KYESERROQCXBSI, , , ,  ,  ,          , ,1999-10-13 10:43:31.937,2000-12-10 10:43:31.937,NULL,0.00,0.00,  
9554,LING,XKYGZOJRHBEL, , , ,  ,  ,          , ,1999-10-13 10:43:31.947,2000-12-10 10:43:31.947,397,0.00,0.00,  
9555,MAKAI,DPDWGKCGPJDLTT, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.947,2000-12-10 10:43:31.947,NULL,0.00,0.00,  
9556,NELSON,YHQNPFJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.957,2000-12-10 10:43:31.957,222,0.00,0.00,  
9557,OLPHANT,GVXVD, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.957,2000-12-10 10:43:31.957,NULL,0.00,0.00,  
9558,PAYNTER,KLIGBVSLKICT, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.967,2000-12-10 10:43:31.967,NULL,0.00,0.00,  
9559,QUINT,VEHJTFJCTSQOTK, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.967,2000-12-10 10:43:31.967,NULL,0.00,0.00,  
9560,RYAN,JUVBXWYSJWBOJF, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.977,2000-12-10 10:43:31.977,NULL,0.00,0.00,  
9561,STEIN,YLJXBJUHBZYLLU, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.977,2000-12-10 10:43:31.977,NULL,0.00,0.00,  
9562,TOLSKY,IHKCOHSPSGBL, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.987,2000-12-10 10:43:31.987,419,0.00,0.00,  
9563,UNAKLET,GSULFUUHIQZFNY, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.987,2000-12-10 10:43:31.987,NULL,0.00,0.00,  
9564,VANN,UQPVOXQP, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.987,2000-12-10 10:43:31.987,NULL,0.00,0.00,  
9565,WOLFMULE,ZUYVQSU, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.997,2000-12-10 10:43:31.997,348,0.00,0.00,  
9566,XAVIER,COVZJYOTRUDTFZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.997,2000-12-10 10:43:31.997,NULL,0.00,0.00,  
9567,YEONG,OHEHWIRUUYEBPC, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.007,2000-12-10 10:43:32.007,NULL,0.00,0.00,  
9568,ZUCKER,HBQEURCGVN, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.007,2000-12-10 10:43:32.007,NULL,0.00,0.00,  
9569,ANDERSON,CGXBRLWICJBVUU, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.227,2000-12-10 10:43:32.227,NULL,0.00,0.00,  
9570,BARR,DCNQXIEMQOQOST, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.227,2000-12-10 10:43:32.227,NULL,0.00,0.00,  
9571,CHEN,QGXGMADWCGFESC, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.237,2000-12-10 10:43:32.237,NULL,0.00,0.00,  
9572,DORR,LHPVCBUEUFGIGJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.237,2000-12-10 10:43:32.237,NULL,0.00,0.00,  
9573,EFLIN,BNQPQBNHVNRWRO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.247,2000-12-10 10:43:32.247,NULL,0.00,0.00,  
9574,FLORINI,FVU, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.247,2000-12-10 10:43:32.247,NULL,0.00,0.00,  
9575,GOHAN,NPJLE, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.257,2000-12-10 10:43:32.257,NULL,0.00,0.00,  
9576,HAHN,SVMQEMJKJG, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.257,2000-12-10 10:43:32.257,NULL,0.00,0.00,  
9577,INFANTE,YYKEGRUKQJLGYV, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.267,2000-12-10 10:43:32.267,426,0.00,0.00,  
9578,JONES,LEAYWSGANLYNQK, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.267,2000-12-10 10:43:32.267,480,0.00,0.00,  
9579,KAHRMANN,RGVBFQTFGWO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.277,2000-12-10 10:43:32.277,NULL,0.00,0.00,  
9580,LING,BMW, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.277,2000-12-10 10:43:32.277,NULL,0.00,0.00,  
9581,MAKAI,XNQFJTGBYXNO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.287,2000-12-10 10:43:32.287,NULL,0.00,0.00,  
9582,NELSON,PIGMES, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.287,2000-12-10 10:43:32.287,NULL,0.00,0.00,  
9583,OLPHANT,OFBKH, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.287,2000-12-10 10:43:32.287,NULL,0.00,0.00,  
9584,PAYNTER,XPDQLMQFDGCFWI, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.297,2000-12-10 10:43:32.297,NULL,0.00,0.00,  
9585,QUINT,DIDTJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.297,2000-12-10 10:43:32.297,210,0.00,0.00,  
9586,RYAN,LWVESGDLFAFHBB, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.307,2000-12-10 10:43:32.307,305,0.00,0.00,  
9587,STEIN,WDKEJEGPGJCGSB, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.307,2000-12-10 10:43:32.307,NULL,0.00,0.00,  
9588,TOLSKY,DUJQY, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.317,2000-12-10 10:43:32.317,NULL,0.00,0.00,  
9589,UNAKLET,JEMRQSZXAJJSKQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.317,2000-12-10 10:43:32.317,NULL,0.00,0.00,  
9590,VANN,PQORRJSBI, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.327,2000-12-10 10:43:32.327,313,0.00,0.00,  
9591,WOLFMULE,UUSFYNRFEJUSQX, , , ,  ,  ,          , ,1999-10-13 10:43:32.327,2000-12-10 10:43:32.327,262,0.00,0.00,  
9592,XAVIER,YXJMLXLYQTPIPP, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.337,2000-12-10 10:43:32.337,NULL,0.00,0.00,  
9593,YEONG,HFBMHCGJBNNFYU, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.337,2000-12-10 10:43:32.337,181,0.00,0.00,  
9594,ZUCKER,SYLYMLFOAIPYUT, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.347,2000-12-10 10:43:32.347,NULL,0.00,0.00,  
9595,ANDERSON,LEIVHVGJCYATLZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.557,2000-12-10 10:43:32.557,NULL,0.00,0.00,  
9596,BARR,ATQUKXHCI, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.567,2000-12-10 10:43:32.567,NULL,0.00,0.00,  
9597,CHEN,VVOXWKNVW, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.567,2000-12-10 10:43:32.567,NULL,0.00,0.00,  
9598,DORR,CTSOGQUYV, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.567,2000-12-10 10:43:32.567,NULL,0.00,0.00,  
9599,EFLIN,LVBGLBRDYO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.577,2000-12-10 10:43:32.577,NULL,0.00,0.00,  
9600,FLORINI,AFHKLOGMULJRLQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.577,2000-12-10 10:43:32.577,NULL,0.00,0.00,  
9601,GOHAN,OWDBOH, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.587,2000-12-10 10:43:32.587,NULL,0.00,0.00,  
9602,HAHN,PKWCMEPLOEZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.587,2000-12-10 10:43:32.587,NULL,0.00,0.00,  
9603,INFANTE,PPJFFVVPFJRY, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.597,2000-12-10 10:43:32.597,NULL,0.00,0.00,  
9604,JONES,LSMVBVHUWXABZJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.597,2000-12-10 10:43:32.597,NULL,0.00,0.00,  
9605,KAHRMANN,GBUVOUN, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.607,2000-12-10 10:43:32.607,473,0.00,0.00,  
9606,LING,RXLCRJUVUVHXNT, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.607,2000-12-10 10:43:32.607,NULL,0.00,0.00,  
9607,MAKAI,PSHM, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.617,2000-12-10 10:43:32.617,230,0.00,0.00,  
9608,NELSON,WWXHXHMPRBPGPS, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.617,2000-12-10 10:43:32.617,285,0.00,0.00,  
9609,OLPHANT,HKPTJNWCERYOQB, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.627,2000-12-10 10:43:32.627,NULL,0.00,0.00,  
9610,PAYNTER,IDVFOEFLYPUELA, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.627,2000-12-10 10:43:32.627,NULL,0.00,0.00,  
9611,QUINT,JLDSEDGPMXHCSG, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.637,2000-12-10 10:43:32.637,NULL,0.00,0.00,  
9612,RYAN,JVZDSSI, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.637,2000-12-10 10:43:32.637,474,0.00,0.00,  
9613,STEIN,LSCVCBRNHKA, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.647,2000-12-10 10:43:32.647,NULL,0.00,0.00,  
9614,TOLSKY,OLBNBFOMHEL, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.647,2000-12-10 10:43:32.647,NULL,0.00,0.00,  
9615,UNAKLET,WFNMSTHXK, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.657,2000-12-10 10:43:32.657,NULL,0.00,0.00,  
9616,VANN,VKDVTOWECTMWFA, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.657,2000-12-10 10:43:32.657,NULL,0.00,0.00,  
9617,WOLFMULE,QJUUKXEJYLJBCH, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.667,2000-12-10 10:43:32.667,NULL,0.00,0.00,  
9618,XAVIER,RAWKQMI, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.667,2000-12-10 10:43:32.667,NULL,0.00,0.00,  
9619,YEONG,XEOYNKU, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.667,2000-12-10 10:43:32.667,NULL,0.00,0.00,  
9620,ZUCKER,WVNLWF, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.677,2000-12-10 10:43:32.677,NULL,0.00,0.00,  
9621,ANDERSON,MOINMBRTJDUYBM, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.917,2000-12-10 10:43:32.917,NULL,0.00,0.00,  
9622,BARR,QEAJDFLDPGDEDK, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.917,2000-12-10 10:43:32.917,NULL,0.00,0.00,  
9623,CHEN,YJGDUJUUTO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.927,2000-12-10 10:43:32.927,NULL,0.00,0.00,  
9624,DORR,QGRFJTHFWG, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.927,2000-12-10 10:43:32.927,NULL,0.00,0.00,  
9625,EFLIN,DHJFF, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.927,2000-12-10 10:43:32.927,NULL,0.00,0.00,  
9626,FLORINI,CKVXWMCYACLWHJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.937,2000-12-10 10:43:32.937,NULL,0.00,0.00,  
9627,GOHAN,URCOSCRYUGVMLF, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.937,2000-12-10 10:43:32.937,494,0.00,0.00,  
9628,HAHN,OOTGMQROWWHGGX, , , ,  ,  ,          , ,1999-10-13 10:43:32.947,2000-12-10 10:43:32.947,NULL,0.00,0.00,  
9629,INFANTE,XFDOORKS, , , ,  ,  ,          , ,1999-10-13 10:43:32.947,2000-12-10 10:43:32.947,NULL,0.00,0.00,  
9630,JONES,GNYNHBBUEAIHOL, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.957,2000-12-10 10:43:32.957,NULL,0.00,0.00,  
9631,KAHRMANN,SVJAMPIO, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.957,2000-12-10 10:43:32.957,NULL,0.00,0.00,  
9632,LING,AEQXYBF, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.967,2000-12-10 10:43:32.967,NULL,0.00,0.00,  
9633,MAKAI,WIJFXNHWRYRC, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.967,2000-12-10 10:43:32.967,342,0.00,0.00,  
9634,NELSON,UFKBQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.977,2000-12-10 10:43:32.977,NULL,0.00,0.00,  
9635,OLPHANT,UXFDJRFMVQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.977,2000-12-10 10:43:32.977,485,0.00,0.00,  
9636,PAYNTER,BNXUJHQGZKFUXE, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.987,2000-12-10 10:43:32.987,NULL,0.00,0.00,  
9637,QUINT,TMSMODOGSBLSHG, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.987,2000-12-10 10:43:32.987,NULL,0.00,0.00,  
9638,RYAN,PLZWESDTOMJDSU, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.997,2000-12-10 10:43:32.997,NULL,0.00,0.00,  
9639,STEIN,STVFSWQCNIOUBC, , , ,  ,  ,          ,             ,1999-10-13 10:43:32.997,2000-12-10 10:43:32.997,NULL,0.00,0.00,  
9640,TOLSKY,UDTZHPVTT, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.007,2000-12-10 10:43:33.007,NULL,0.00,0.00,  
9641,UNAKLET,VYHIDYQVJJIKY, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.007,2000-12-10 10:43:33.007,NULL,0.00,0.00,  
9642,VANN,IRRJQQPKDFFHCK, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.017,2000-12-10 10:43:33.017,NULL,0.00,0.00,  
9643,WOLFMULE,OVJBCSMEP, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.017,2000-12-10 10:43:33.017,NULL,0.00,0.00,  
9644,XAVIER,XEXBHIQTDFIEYW, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.027,2000-12-10 10:43:33.027,NULL,0.00,0.00,  
9645,YEONG,XSCJUGSJQMADTE, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.027,2000-12-10 10:43:33.027,475,0.00,0.00,  
9646,ZUCKER,OQMAAXQXCSHRXU, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.037,2000-12-10 10:43:33.037,NULL,0.00,0.00,  
9647,ANDERSON,EQYIFHKXQKXTVL, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.247,2000-12-10 10:43:33.247,NULL,0.00,0.00,  
9648,BARR,XYMTVIRGRN, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.247,2000-12-10 10:43:33.247,NULL,0.00,0.00,  
9649,CHEN,VZUZMQMFVKMUWA, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.257,2000-12-10 10:43:33.257,367,0.00,0.00,  
9650,DORR,RTOE, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.257,2000-12-10 10:43:33.257,NULL,0.00,0.00,  
9651,EFLIN,MIUPBDJPRDDDTU, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.267,2000-12-10 10:43:33.267,NULL,0.00,0.00,  
9652,FLORINI,DLUCCQAOSZHEPV, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.267,2000-12-10 10:43:33.267,NULL,0.00,0.00,  
9653,GOHAN,GEGRGD, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.277,2000-12-10 10:43:33.277,NULL,0.00,0.00,  
9654,HAHN,NDLBYTZSYMSCJX, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.277,2000-12-10 10:43:33.277,NULL,0.00,0.00,  
9655,INFANTE,JXTJTW, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.287,2000-12-10 10:43:33.287,NULL,0.00,0.00,  
9656,JONES,LCBCSCONUCLQEN, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.287,2000-12-10 10:43:33.287,NULL,0.00,0.00,  
9657,KAHRMANN,IKJTDDMBWTOXR, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.297,2000-12-10 10:43:33.297,487,0.00,0.00,  
9658,LING,OQOTIPLGUQCBRO, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.297,2000-12-10 10:43:33.297,NULL,0.00,0.00,  
9659,MAKAI,UPNLQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.297,2000-12-10 10:43:33.297,NULL,0.00,0.00,  
9660,NELSON,NJHZWWCTTDOSO, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.307,2000-12-10 10:43:33.307,NULL,0.00,0.00,  
9661,OLPHANT,GCRVXVFT, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.307,2000-12-10 10:43:33.307,NULL,0.00,0.00,  
9662,PAYNTER,VJJNXKSSGCLFPY, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.317,2000-12-10 10:43:33.317,NULL,0.00,0.00,  
9663,QUINT,FRFVCOVMRLVCJF, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.317,2000-12-10 10:43:33.317,NULL,0.00,0.00,  
9664,RYAN,NNSGBP, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.327,2000-12-10 10:43:33.327,477,0.00,0.00,  
9665,STEIN,KBUCFBJH, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.327,2000-12-10 10:43:33.327,NULL,0.00,0.00,  
9666,TOLSKY,EYJXAHRVSJF, , , ,  ,  ,          , ,1999-10-13 10:43:33.337,2000-12-10 10:43:33.337,NULL,0.00,0.00,  
9667,UNAKLET,LGLXKNYCCXNHLJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.337,2000-12-10 10:43:33.337,411,0.00,0.00,  
9668,VANN,OYGFLTYWYR, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.347,2000-12-10 10:43:33.347,NULL,0.00,0.00,  
9669,WOLFMULE,VBAJKHMJMGUKVR, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.347,2000-12-10 10:43:33.347,NULL,0.00,0.00,  
9670,XAVIER,LYDLWUFAYNYILB, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.357,2000-12-10 10:43:33.357,NULL,0.00,0.00,  
9671,YEONG,GTTWYNJPWB, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.357,2000-12-10 10:43:33.357,NULL,0.00,0.00,  
9672,ZUCKER,EFFEHPPUOHOU, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.367,2000-12-10 10:43:33.367,NULL,0.00,0.00,  
9673,ANDERSON,FWNCHGY, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.567,2000-12-10 10:43:33.567,NULL,0.00,0.00,  
9674,BARR,BKHPOGZRYTO, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.567,2000-12-10 10:43:33.567,NULL,0.00,0.00,  
9675,CHEN,BGCHRE, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.577,2000-12-10 10:43:33.577,189,0.00,0.00,  
9676,DORR,DEXTNWQJRMNTHX, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.577,2000-12-10 10:43:33.577,302,0.00,0.00,  
9677,EFLIN,XHGXA, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.577,2000-12-10 10:43:33.577,NULL,0.00,0.00,  
9678,FLORINI,NKXCE, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.587,2000-12-10 10:43:33.587,NULL,0.00,0.00,  
9679,GOHAN,RESXHAQXCVKEUH, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.597,2000-12-10 10:43:33.597,NULL,0.00,0.00,  
9680,HAHN,CRQWTIDQUYTMOD, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.597,2000-12-10 10:43:33.597,NULL,0.00,0.00,  
9681,INFANTE,URMCSELFPUVNKW, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.607,2000-12-10 10:43:33.607,NULL,0.00,0.00,  
9682,JONES,UUI, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.607,2000-12-10 10:43:33.607,NULL,0.00,0.00,  
9683,KAHRMANN,NSUFGEAD, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.607,2000-12-10 10:43:33.607,NULL,0.00,0.00,  
9684,LING,TITQNFPUYOJBNB, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.617,2000-12-10 10:43:33.617,457,0.00,0.00,  
9685,MAKAI,ZLCNTYF, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.617,2000-12-10 10:43:33.617,NULL,0.00,0.00,  
9686,NELSON,UJZMZOYLVU, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.627,2000-12-10 10:43:33.627,NULL,0.00,0.00,  
9687,OLPHANT,WDISVWAPEZJQAY, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.627,2000-12-10 10:43:33.627,NULL,0.00,0.00,  
9688,PAYNTER,QFUYUTDTKNXBWD, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.637,2000-12-10 10:43:33.637,NULL,0.00,0.00,  
9689,QUINT,QUUQF, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.637,2000-12-10 10:43:33.637,NULL,0.00,0.00,  
9690,RYAN,PDJIIEPLKPLZRG, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.647,2000-12-10 10:43:33.647,NULL,0.00,0.00,  
9691,STEIN,EIDJJR, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.647,2000-12-10 10:43:33.647,NULL,0.00,0.00,  
9692,TOLSKY,MSZROIDTMUTUMG, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.657,2000-12-10 10:43:33.657,NULL,0.00,0.00,  
9693,UNAKLET,EHMREPRIZDOMIC, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.657,2000-12-10 10:43:33.657,NULL,0.00,0.00,  
9694,VANN,IWIGYLET, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.667,2000-12-10 10:43:33.667,NULL,0.00,0.00,  
9695,WOLFMULE,DVNTCBOITMFRDQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.667,2000-12-10 10:43:33.667,NULL,0.00,0.00,  
9696,XAVIER,DVRELQOMHLWPSN, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.677,2000-12-10 10:43:33.677,NULL,0.00,0.00,  
9697,YEONG,FUBTHFFICEJTOR, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.677,2000-12-10 10:43:33.677,NULL,0.00,0.00,  
9698,ZUCKER,VBFUMI, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.687,2000-12-10 10:43:33.687,NULL,0.00,0.00,  
9699,ANDERSON,WJEGWTWXJRSTBL, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.920,2000-12-10 10:43:33.920,NULL,0.00,0.00,  
9700,BARR,QXRTMOSX, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.930,2000-12-10 10:43:33.930,NULL,0.00,0.00,  
9701,CHEN,JRRFECGH, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.930,2000-12-10 10:43:33.930,NULL,0.00,0.00,  
9702,DORR,LTMPHZMJNLMLBC, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.940,2000-12-10 10:43:33.940,435,0.00,0.00,  
9703,EFLIN,IVQDXLMKH, , , ,  ,  ,          , ,1999-10-13 10:43:33.940,2000-12-10 10:43:33.940,NULL,0.00,0.00,  
9704,FLORINI,YVTAXYMN, , , ,  ,  ,          , ,1999-10-13 10:43:33.940,2000-12-10 10:43:33.940,459,0.00,0.00,  
9705,GOHAN,GOUJECRQFZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.950,2000-12-10 10:43:33.950,405,0.00,0.00,  
9706,HAHN,PMSHELVEJHGZBZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.960,2000-12-10 10:43:33.960,NULL,0.00,0.00,  
9707,INFANTE,PQGKXMRFZAXWV, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.960,2000-12-10 10:43:33.960,273,0.00,0.00,  
9708,JONES,FNDDNTISCCKGXV, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.960,2000-12-10 10:43:33.960,NULL,0.00,0.00,  
9709,KAHRMANN,FUVKULZBPDHSYK, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.970,2000-12-10 10:43:33.970,NULL,0.00,0.00,  
9710,LING,MKMTMAGHWOVT, , , ,  ,  ,          ,             ,1999-10-13 10:43:33.970,2000-12-10 10:43:33.970,NULL,0.00,0.00,  
